INDEX,STATION,STATION_NAME,DATE,HPCP,,,
5906,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5907,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5908,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5909,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.05,,,
5910,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5911,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.07,,,
5912,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.03,,,
5913,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.02,,,
5914,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.05,,,
5915,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5916,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
5917,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.01,,,
5918,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0.01,,,
5919,COOP:366993,PITTSBURGH ASOS PA US,5/16/06,0,,,
147,COOP:366111,MURRYSVILLE 2 SW PA US,5/17/06,0.1,,,
148,COOP:366111,MURRYSVILLE 2 SW PA US,5/17/06,0.1,,,
149,COOP:366111,MURRYSVILLE 2 SW PA US,5/17/06,0.1,,,
150,COOP:366111,MURRYSVILLE 2 SW PA US,5/17/06,0.1,,,
5920,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5921,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5922,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5923,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5924,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.02,,,
5925,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5926,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5927,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5928,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5929,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.01,,,
5930,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.05,,,
5931,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.03,,,
5932,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.05,,,
5933,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5934,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5935,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0,,,
5936,COOP:366993,PITTSBURGH ASOS PA US,5/17/06,0.02,,,
151,COOP:366111,MURRYSVILLE 2 SW PA US,5/18/06,0.1,,,
152,COOP:366111,MURRYSVILLE 2 SW PA US,5/18/06,0.1,,,
153,COOP:366111,MURRYSVILLE 2 SW PA US,5/18/06,0.1,,,
5937,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
5938,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.01,,,
5939,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
5940,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.03,,,
5941,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.16,,,
5942,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.02,,,
5943,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.03,,,
5944,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.03,,,
5945,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.01,,,
5946,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
5947,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
5948,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.02,,,
5949,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
5950,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0.04,,,
5951,COOP:366993,PITTSBURGH ASOS PA US,5/18/06,0,,,
154,COOP:366111,MURRYSVILLE 2 SW PA US,5/19/06,0.1,,,
155,COOP:366111,MURRYSVILLE 2 SW PA US,5/19/06,0.1,,,
5952,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.01,,,
5953,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5954,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.02,,,
5955,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.01,,,
5956,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5957,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5958,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5959,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5960,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
5961,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.03,,,
5962,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.06,,,
5963,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.01,,,
5964,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0.04,,,
5965,COOP:366993,PITTSBURGH ASOS PA US,5/19/06,0,,,
156,COOP:366111,MURRYSVILLE 2 SW PA US,5/20/06,0.1,,,
5966,COOP:366993,PITTSBURGH ASOS PA US,5/21/06,0.03,,,
5967,COOP:366993,PITTSBURGH ASOS PA US,5/21/06,0,,,
5968,COOP:366993,PITTSBURGH ASOS PA US,5/21/06,0.01,,,
5969,COOP:366993,PITTSBURGH ASOS PA US,5/21/06,0,,,
5970,COOP:366993,PITTSBURGH ASOS PA US,5/25/06,0,,,
5971,COOP:366993,PITTSBURGH ASOS PA US,5/25/06,0.01,,,
5972,COOP:366993,PITTSBURGH ASOS PA US,5/25/06,0.03,,,
5973,COOP:366993,PITTSBURGH ASOS PA US,5/25/06,0.01,,,
157,COOP:366111,MURRYSVILLE 2 SW PA US,5/26/06,0.1,,,
158,COOP:366111,MURRYSVILLE 2 SW PA US,5/26/06,0.1,,,
159,COOP:366111,MURRYSVILLE 2 SW PA US,5/26/06,0.1,,,
5974,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.01,,,
5975,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.19,,,
5976,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5977,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5978,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.04,,,
5979,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5980,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5981,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.02,,,
5982,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5983,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5984,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.02,,,
5985,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
5986,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.08,,,
5987,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.06,,,
5988,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0.03,,,
5989,COOP:366993,PITTSBURGH ASOS PA US,5/26/06,0,,,
160,COOP:366111,MURRYSVILLE 2 SW PA US,5/27/06,0.2,,,
161,COOP:366111,MURRYSVILLE 2 SW PA US,6/1/06,0,,,
5990,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5991,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5992,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0.15,,,
5993,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0.08,,,
5994,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0.03,,,
5995,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5996,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5997,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5998,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
5999,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0.01,,,
6000,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0.01,,,
6001,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
6002,COOP:366993,PITTSBURGH ASOS PA US,6/1/06,0,,,
162,COOP:366111,MURRYSVILLE 2 SW PA US,6/2/06,0.1,,,
163,COOP:366111,MURRYSVILLE 2 SW PA US,6/2/06,0.1,,,
164,COOP:366111,MURRYSVILLE 2 SW PA US,6/2/06,0.1,,,
165,COOP:366111,MURRYSVILLE 2 SW PA US,6/2/06,0.2,,,
166,COOP:366111,MURRYSVILLE 2 SW PA US,6/2/06,0.1,,,
6003,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6004,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6005,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6006,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6007,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6008,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6009,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.3,,,
6010,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6011,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6012,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6013,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6014,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.02,,,
6015,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6016,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.06,,,
6017,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.11,,,
6018,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.08,,,
6019,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0,,,
6020,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6021,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.05,,,
6022,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.02,,,
6023,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6024,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
6025,COOP:366993,PITTSBURGH ASOS PA US,6/2/06,0.01,,,
167,COOP:366111,MURRYSVILLE 2 SW PA US,6/3/06,0.2,,,
6026,COOP:366993,PITTSBURGH ASOS PA US,6/3/06,0.01,,,
6027,COOP:366993,PITTSBURGH ASOS PA US,6/3/06,0,,,
6028,COOP:366993,PITTSBURGH ASOS PA US,6/3/06,0,,,
6029,COOP:366993,PITTSBURGH ASOS PA US,6/3/06,0.51,,,
6030,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0,,,
6031,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0.09,,,
6032,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0,,,
6033,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0.03,,,
6034,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0,,,
6035,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0.08,,,
6036,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0,,,
6037,COOP:366993,PITTSBURGH ASOS PA US,6/4/06,0.01,,,
6038,COOP:366993,PITTSBURGH ASOS PA US,6/5/06,0,,,
6039,COOP:366993,PITTSBURGH ASOS PA US,6/5/06,0,,,
6040,COOP:366993,PITTSBURGH ASOS PA US,6/5/06,0.01,,,
6041,COOP:366993,PITTSBURGH ASOS PA US,6/6/06,0,,,
6042,COOP:366993,PITTSBURGH ASOS PA US,6/8/06,0,,,
6043,COOP:366993,PITTSBURGH ASOS PA US,6/8/06,0,,,
6044,COOP:366993,PITTSBURGH ASOS PA US,6/9/06,0,,,
6045,COOP:366993,PITTSBURGH ASOS PA US,6/9/06,0,,,
6046,COOP:366993,PITTSBURGH ASOS PA US,6/11/06,0,,,
168,COOP:366111,MURRYSVILLE 2 SW PA US,6/19/06,0.1,,,
169,COOP:366111,MURRYSVILLE 2 SW PA US,6/19/06,0.1,,,
6047,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.03,,,
6048,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.18,,,
6049,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.01,,,
6050,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.03,,,
6051,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.04,,,
6052,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0.06,,,
6053,COOP:366993,PITTSBURGH ASOS PA US,6/19/06,0,,,
170,COOP:366111,MURRYSVILLE 2 SW PA US,6/20/06,0.2,,,
171,COOP:366111,MURRYSVILLE 2 SW PA US,6/20/06,0.3,,,
6054,COOP:366993,PITTSBURGH ASOS PA US,6/21/06,0,,,
6055,COOP:366993,PITTSBURGH ASOS PA US,6/21/06,0,,,
172,COOP:366111,MURRYSVILLE 2 SW PA US,6/22/06,0.1,,,
173,COOP:366111,MURRYSVILLE 2 SW PA US,6/22/06,0.2,,,
174,COOP:366111,MURRYSVILLE 2 SW PA US,6/22/06,0.1,,,
175,COOP:366111,MURRYSVILLE 2 SW PA US,6/22/06,0.1,,,
6056,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0.13,,,
6057,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0.07,,,
6058,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0.04,,,
6059,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0,,,
6060,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0.01,,,
6061,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0,,,
6062,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0,,,
6063,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0,,,
6064,COOP:366993,PITTSBURGH ASOS PA US,6/22/06,0,,,
176,COOP:366111,MURRYSVILLE 2 SW PA US,6/23/06,0.1,,,
6065,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.01,,,
6066,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.01,,,
6067,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
6068,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.01,,,
6069,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.04,,,
6070,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.03,,,
6071,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.02,,,
6072,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0.02,,,
6073,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
6074,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
6075,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
6076,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
6077,COOP:366993,PITTSBURGH ASOS PA US,6/23/06,0,,,
177,COOP:366111,MURRYSVILLE 2 SW PA US,6/25/06,0.2,,,
178,COOP:366111,MURRYSVILLE 2 SW PA US,6/25/06,0.1,,,
179,COOP:366111,MURRYSVILLE 2 SW PA US,6/25/06,0.1,,,
6078,COOP:366993,PITTSBURGH ASOS PA US,6/25/06,0,,,
6079,COOP:366993,PITTSBURGH ASOS PA US,6/25/06,0.02,,,
6080,COOP:366993,PITTSBURGH ASOS PA US,6/25/06,0,,,
6081,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6082,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6083,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6084,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6085,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6086,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0.01,,,
6087,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6088,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6089,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
6090,COOP:366993,PITTSBURGH ASOS PA US,6/26/06,0,,,
180,COOP:366111,MURRYSVILLE 2 SW PA US,6/27/06,0.5,,,
181,COOP:366111,MURRYSVILLE 2 SW PA US,6/27/06,0.1,,,
182,COOP:366111,MURRYSVILLE 2 SW PA US,6/27/06,0.1,,,
6091,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0,,,
6092,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.01,,,
6093,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.01,,,
6094,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0,,,
6095,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.01,,,
6096,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.44,,,
6097,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.11,,,
6098,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.03,,,
6099,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.08,,,
6100,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0.06,,,
6101,COOP:366993,PITTSBURGH ASOS PA US,6/27/06,0,,,
183,COOP:366111,MURRYSVILLE 2 SW PA US,6/28/06,0.1,,,
6102,COOP:366993,PITTSBURGH ASOS PA US,6/28/06,0,,,
6103,COOP:366993,PITTSBURGH ASOS PA US,6/28/06,0,,,
6104,COOP:366993,PITTSBURGH ASOS PA US,6/28/06,0,,,
6105,COOP:366993,PITTSBURGH ASOS PA US,6/28/06,0,,,
6106,COOP:366993,PITTSBURGH ASOS PA US,6/29/06,0,,,
6107,COOP:366993,PITTSBURGH ASOS PA US,6/29/06,0,,,
6108,COOP:366993,PITTSBURGH ASOS PA US,6/29/06,0.24,,,
6109,COOP:366993,PITTSBURGH ASOS PA US,6/29/06,0.01,,,
184,COOP:366111,MURRYSVILLE 2 SW PA US,7/1/06,0,,,
6110,COOP:366993,PITTSBURGH ASOS PA US,7/1/06,0,,,
6111,COOP:366993,PITTSBURGH ASOS PA US,7/2/06,0,,,
6112,COOP:366993,PITTSBURGH ASOS PA US,7/2/06,0,,,
6113,COOP:366993,PITTSBURGH ASOS PA US,7/2/06,0,,,
6114,COOP:366993,PITTSBURGH ASOS PA US,7/3/06,0.08,,,
6115,COOP:366993,PITTSBURGH ASOS PA US,7/3/06,0,,,
6116,COOP:366993,PITTSBURGH ASOS PA US,7/3/06,0,,,
185,COOP:366111,MURRYSVILLE 2 SW PA US,7/4/06,0.1,,,
186,COOP:366111,MURRYSVILLE 2 SW PA US,7/4/06,0.1,,,
187,COOP:366111,MURRYSVILLE 2 SW PA US,7/4/06,0.1,,,
6117,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6118,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.04,,,
6119,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.02,,,
6120,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.12,,,
6121,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.03,,,
6122,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.29,,,
6123,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.17,,,
6124,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6125,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.03,,,
6126,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.16,,,
6127,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.02,,,
6128,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.04,,,
6129,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.01,,,
6130,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6131,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6132,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6133,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0,,,
6134,COOP:366993,PITTSBURGH ASOS PA US,7/4/06,0.02,,,
188,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0.1,,,
189,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0.3,,,
190,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0.1,,,
191,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0.1,,,
192,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0.2,,,
193,COOP:366111,MURRYSVILLE 2 SW PA US,7/5/06,0,,,
6135,COOP:366993,PITTSBURGH ASOS PA US,7/5/06,0.01,,,
6136,COOP:366993,PITTSBURGH ASOS PA US,7/5/06,0.22,,,
6137,COOP:366993,PITTSBURGH ASOS PA US,7/10/06,0,,,
6138,COOP:366993,PITTSBURGH ASOS PA US,7/10/06,0,,,
6139,COOP:366993,PITTSBURGH ASOS PA US,7/11/06,0,,,
6140,COOP:366993,PITTSBURGH ASOS PA US,7/11/06,0,,,
6141,COOP:366993,PITTSBURGH ASOS PA US,7/11/06,0,,,
6142,COOP:366993,PITTSBURGH ASOS PA US,7/11/06,0,,,
6143,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6144,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.27,,,
6145,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.08,,,
6146,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.01,,,
6147,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6148,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.2,,,
6149,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.28,,,
6150,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.11,,,
6151,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6152,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.24,,,
6153,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.04,,,
6154,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0.01,,,
6155,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6156,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6157,COOP:366993,PITTSBURGH ASOS PA US,7/12/06,0,,,
6158,COOP:366993,PITTSBURGH ASOS PA US,7/13/06,0,,,
6159,COOP:366993,PITTSBURGH ASOS PA US,7/13/06,0,,,
6160,COOP:366993,PITTSBURGH ASOS PA US,7/13/06,0,,,
6161,COOP:366993,PITTSBURGH ASOS PA US,7/13/06,0,,,
6162,COOP:366993,PITTSBURGH ASOS PA US,7/14/06,0.03,,,
6163,COOP:366993,PITTSBURGH ASOS PA US,7/14/06,0,,,
6164,COOP:366993,PITTSBURGH ASOS PA US,7/14/06,0,,,
6165,COOP:366993,PITTSBURGH ASOS PA US,7/14/06,0.01,,,
6166,COOP:366993,PITTSBURGH ASOS PA US,7/21/06,0.39,,,
6167,COOP:366993,PITTSBURGH ASOS PA US,7/21/06,0.01,,,
6168,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0,,,
6169,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0.35,,,
6170,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0.03,,,
6171,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0,,,
6172,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0,,,
6173,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0,,,
6174,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0.06,,,
6175,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0.01,,,
6176,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0,,,
6177,COOP:366993,PITTSBURGH ASOS PA US,7/22/06,0.07,,,
6178,COOP:366993,PITTSBURGH ASOS PA US,7/27/06,0,,,
6179,COOP:366993,PITTSBURGH ASOS PA US,7/27/06,0,,,
6180,COOP:366993,PITTSBURGH ASOS PA US,7/27/06,0,,,
6181,COOP:366993,PITTSBURGH ASOS PA US,7/27/06,0,,,
6182,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0,,,
6183,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0.02,,,
6184,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0.04,,,
6185,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0,,,
6186,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0,,,
6187,COOP:366993,PITTSBURGH ASOS PA US,7/28/06,0,,,
6188,COOP:366993,PITTSBURGH ASOS PA US,7/29/06,0,,,
6189,COOP:366993,PITTSBURGH ASOS PA US,7/30/06,0.14,,,
6190,COOP:366993,PITTSBURGH ASOS PA US,7/30/06,0.07,,,
6191,COOP:366993,PITTSBURGH ASOS PA US,7/30/06,0.02,,,
6192,COOP:366993,PITTSBURGH ASOS PA US,7/30/06,0.1,,,
6193,COOP:366993,PITTSBURGH ASOS PA US,7/30/06,0.01,,,
6194,COOP:366993,PITTSBURGH ASOS PA US,7/31/06,0,,,
194,COOP:366111,MURRYSVILLE 2 SW PA US,8/1/06,0,,,
195,COOP:366111,MURRYSVILLE 2 SW PA US,8/1/06,0,,,
6195,COOP:366993,PITTSBURGH ASOS PA US,8/1/06,0,,,
6196,COOP:366993,PITTSBURGH ASOS PA US,8/3/06,0.3,,,
6197,COOP:366993,PITTSBURGH ASOS PA US,8/3/06,0.05,,,
6198,COOP:366993,PITTSBURGH ASOS PA US,8/3/06,0.05,,,
6199,COOP:366993,PITTSBURGH ASOS PA US,8/6/06,0,,,
6200,COOP:366993,PITTSBURGH ASOS PA US,8/14/06,0.02,,,
6201,COOP:366993,PITTSBURGH ASOS PA US,8/14/06,0,,,
6202,COOP:366993,PITTSBURGH ASOS PA US,8/14/06,0.01,,,
6203,COOP:366993,PITTSBURGH ASOS PA US,8/15/06,0,,,
6204,COOP:366993,PITTSBURGH ASOS PA US,8/15/06,0.02,,,
6205,COOP:366993,PITTSBURGH ASOS PA US,8/19/06,0,,,
6206,COOP:366993,PITTSBURGH ASOS PA US,8/19/06,0.13,,,
6207,COOP:366993,PITTSBURGH ASOS PA US,8/19/06,0.47,,,
6208,COOP:366993,PITTSBURGH ASOS PA US,8/19/06,0,,,
6209,COOP:366993,PITTSBURGH ASOS PA US,8/23/06,0,,,
6210,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0.01,,,
6211,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0.04,,,
6212,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0.09,,,
6213,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0.01,,,
6214,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0.18,,,
6215,COOP:366993,PITTSBURGH ASOS PA US,8/27/06,0,,,
6216,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0,,,
6217,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0,,,
6218,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0,,,
6219,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0,,,
6220,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0,,,
6221,COOP:366993,PITTSBURGH ASOS PA US,8/28/06,0.05,,,
